"","Array","Site_Name","Year","Latitude","Longitude","Start_Date","End_Date","Survey_Nights","Habitat","Development_Level","Humans_Per_Camera","Humans_Per_Camera_Per_Day"
"8535","SLC","UT_Anthropogenic_Urban_SLC_23_dep_00_2023",2023,40.85159,-111.96394,"2023-09-05","2023-10-31",56,"Desert","Urban",18,0.321428571428571
"8536","SLC","UT_Anthropogenic_Urban_SLC_23_dep_01_2023",2023,40.84831,-111.959,"2023-09-01","2023-10-30",59,"Desert","Urban",4,0.0677966101694915
"8537","SLC","UT_Anthropogenic_Urban_SLC_23_dep_02_2023",2023,40.81804,-111.94304,"2023-09-02","2023-10-31",59,"Desert","Urban",3,0.0508474576271186
"8538","SLC","UT_Anthropogenic_Urban_SLC_23_dep_03_2023",2023,40.81039,-111.94069,"2023-09-01","2023-10-30",59,"Desert","Urban",3,0.0508474576271186
"8539","SLC","UT_Anthropogenic_Urban_SLC_23_dep_04_2023",2023,40.80285,-111.93411,"2023-09-01","2023-10-30",59,"Desert","Urban",19,0.322033898305085
"8540","SLC","UT_Anthropogenic_Urban_SLC_23_dep_05B_2023",2023,40.80742,-111.93736,"2023-08-30","2023-10-04",35,"Desert","Urban",2,0.0571428571428571
"8541","SLC","UT_Anthropogenic_Urban_SLC_23_dep_05_2023",2023,40.80742,-111.93736,"2023-10-04","2023-10-31",27,"Desert","Urban",7,0.259259259259259
"8542","SLC","UT_Anthropogenic_Urban_SLC_23_dep_07_2023",2023,40.70816,-111.92569,"2023-09-04","2023-10-31",57,"Desert","Urban",14,0.245614035087719
"8543","SLC","UT_Anthropogenic_Urban_SLC_23_dep_08_2023",2023,40.71143,-111.92931,"2023-09-03","2023-10-31",58,"Desert","Urban",18,0.310344827586207
"8544","SLC","UT_Anthropogenic_Urban_SLC_23_dep_09_2023",2023,40.66474,-111.90809,"2023-09-02","2023-10-31",59,"Desert","Urban",6,0.101694915254237
"8545","SLC","UT_Anthropogenic_Urban_SLC_23_dep_11_2023",2023,40.62202,-111.92222,"2023-09-05","2023-10-31",56,"Desert","Urban",15,0.267857142857143
"8546","SLC","UT_Anthropogenic_Urban_SLC_23_dep_12_2023",2023,40.59659,-111.91725,"2023-09-01","2023-10-31",60,"Desert","Urban",2,0.0333333333333333
"8547","SLC","UT_Anthropogenic_Urban_SLC_23_dep_13_2023",2023,40.59303,-111.91276,"2023-09-01","2023-10-31",60,"Desert","Urban",17,0.283333333333333
"8548","SLC","UT_Anthropogenic_Urban_SLC_23_dep_16_2023",2023,40.5676,-111.91063,"2023-09-01","2023-10-30",59,"Desert","Urban",4,0.0677966101694915
"8549","SLC","UT_Anthropogenic_Urban_SLC_23_dep_17_2023",2023,40.56879,-111.91214,"2023-09-01","2023-10-30",59,"Desert","Urban",5,0.0847457627118644
"8550","SLC","UT_Anthropogenic_Urban_SLC_23_dep_18_2023",2023,40.55572,-111.90914,"2023-09-01","2023-10-31",60,"Desert","Urban",9,0.15
"8551","SLC","UT_Anthropogenic_Urban_SLC_23_dep_19_2023",2023,40.54348,-111.91599,"2023-09-01","2023-10-31",60,"Desert","Urban",6,0.1
"8552","CottonwoodCanyon","UT_Desert_10_Cottonwood Canyon Rd_2022",2022,37.18409,-113.55845,"2022-09-25","2022-10-30",35,"Desert","Wild",2,0.0571428571428571
"8553","CottonwoodCanyon","UT_Desert_11_Cottonwood Canyon Rd_2022",2022,37.1858,-113.5578,"2022-08-30","2022-10-27",58,"Desert","Wild",1,0.0172413793103448
"8554","CottonwoodCanyon","UT_Desert_12_Cottonwood Canyon Rd_2022",2022,37.18765,-113.55784,"2022-08-28","2022-10-29",62,"Desert","Wild",1,0.0161290322580645
"8555","CottonwoodCanyon","UT_Desert_13_Cottonwood Canyon Rd_2022",2022,37.18952,-113.55767,"2022-08-28","2022-10-30",63,"Desert","Wild",1,0.0158730158730159
"8556","CottonwoodCanyon","UT_Desert_14_Cottonwood Canyon Rd_2022",2022,37.1906,-113.55586,"2022-09-09","2022-10-19",40,"Desert","Wild",0,0
"8557","CottonwoodCanyon","UT_Desert_15_Cottonwood Canyon Rd_2022",2022,37.19235,-113.55486,"2022-08-28","2022-10-30",63,"Desert","Wild",0,0
"8558","CottonwoodCanyon","UT_Desert_1_Cottonwood Canyon Rd_2022",2022,37.17326,-113.55748,"2022-09-02","2022-10-30",58,"Desert","Wild",0,0
"8559","CottonwoodCanyon","UT_Desert_2_Cottonwood Canyon Rd_2022",2022,37.17511,-113.55705,"2022-08-28","2022-10-30",63,"Desert","Wild",0,0
"8560","CottonwoodCanyon","UT_Desert_3_Cottonwood Canyon Rd_2022",2022,37.17694,-113.55662,"2022-08-30","2022-10-29",60,"Desert","Wild",1,0.0166666666666667
"8561","CottonwoodCanyon","UT_Desert_4_Cottonwood Canyon Rd_2022",2022,37.17874,-113.55633,"2022-09-07","2022-10-25",48,"Desert","Wild",0,0
"8562","CottonwoodCanyon","UT_Desert_5_Cottonwood Canyon Rd_2022",2022,37.17887,-113.55866,"2022-09-05","2022-10-30",55,"Desert","Wild",0,0
"8563","CottonwoodCanyon","UT_Desert_6_Cottonwood Canyon Rd_2022",2022,37.17996,-113.56057,"2022-08-29","2022-10-30",62,"Desert","Wild",0,0
"8564","CottonwoodCanyon","UT_Desert_7_Cottonwood Canyon Rd_2022",2022,37.18161,-113.56165,"2022-08-29","2022-10-20",52,"Desert","Wild",0,0
"8565","CottonwoodCanyon","UT_Desert_8_Cottonwood Canyon Rd_2022",2022,37.18292,-113.56338,"2022-08-29","2022-10-21",53,"Desert","Wild",0,0
"8566","CottonwoodCanyon","UT_Desert_9_Cottonwood Canyon Rd_2022",2022,37.18252,-113.55966,"2022-08-28","2022-10-29",62,"Desert","Wild",1,0.0161290322580645
"8567","CottonwoodCanyon","UT_Desert_Cottonwood_Canyon_Road_20_01_2020",2020,37.17326,-113.55748,"2020-08-30","2020-10-31",62,"Desert","Wild",10,0.161290322580645
"8568","CottonwoodCanyon","UT_Desert_Cottonwood_Canyon_Road_20_02_2020",2020,37.17511,-113.55704,"2020-08-30","2020-10-31",62,"Desert","Wild",8,0.129032258064516
"8569","CottonwoodCanyon","UT_Desert_Cottonwood_Canyon_Road_20_03_2020",2020,37.17694,-113.55662,"2020-08-30","2020-10-31",62,"Desert","Wild",12,0.193548387096774
"8570","CottonwoodCanyon","UT_Desert_Cottonwood_Canyon_Road_20_04_2020",2020,37.17875,-113.55634,"2020-08-30","2020-10-31",62,"Desert","Wild",11,0.17741935483871
"8571","CottonwoodCanyon","UT_Desert_Cottonwood_Canyon_Road_20_05_2020",2020,37.17887,-113.55865,"2020-08-30","2020-10-31",62,"Desert","Wild",11,0.17741935483871
"8572","CottonwoodCanyon","UT_Desert_Cottonwood_Canyon_Road_20_06_2020",2020,37.17996,-113.56058,"2020-09-01","2020-10-27",56,"Desert","Wild",6,0.107142857142857
"8573","CottonwoodCanyon","UT_Desert_Cottonwood_Canyon_Road_20_07_2020",2020,37.18161,-113.56165,"2020-08-31","2020-10-31",61,"Desert","Wild",7,0.114754098360656
"8574","CottonwoodCanyon","UT_Desert_Cottonwood_Canyon_Road_20_08_2020",2020,37.18292,-113.56339,"2020-08-31","2020-10-31",61,"Desert","Wild",7,0.114754098360656
"8575","CottonwoodCanyon","UT_Desert_Cottonwood_Canyon_Road_20_09_2020",2020,37.18252,-113.55965,"2020-08-31","2020-10-31",61,"Desert","Wild",6,0.0983606557377049
"8576","CottonwoodCanyon","UT_Desert_Cottonwood_Canyon_Road_20_10_2020",2020,37.18409,-113.55846,"2020-09-03","2020-10-31",58,"Desert","Wild",6,0.103448275862069
"8577","CottonwoodCanyon","UT_Desert_Cottonwood_Canyon_Road_20_11_2020",2020,37.1858,-113.55779,"2020-08-31","2020-10-31",61,"Desert","Wild",3,0.0491803278688525
"8578","CottonwoodCanyon","UT_Desert_Cottonwood_Canyon_Road_20_12_2020",2020,37.18765,-113.55784,"2020-08-31","2020-10-31",61,"Desert","Wild",5,0.0819672131147541
"8579","CottonwoodCanyon","UT_Desert_Cottonwood_Canyon_Road_20_13_2020",2020,37.18952,-113.55768,"2020-08-30","2020-10-31",62,"Desert","Wild",10,0.161290322580645
"8580","CottonwoodCanyon","UT_Desert_Cottonwood_Canyon_Road_20_14_2020",2020,37.1906,-113.55586,"2020-08-30","2020-10-31",62,"Desert","Wild",6,0.0967741935483871
"8581","CottonwoodCanyon","UT_Desert_Cottonwood_Canyon_Road_20_15_2020",2020,37.19235,-113.55486,"2020-08-30","2020-10-31",62,"Desert","Wild",6,0.0967741935483871
"8582","RedCliffs","UT_Desert_Red_Cliffs_10_2019",2019,37.211,-113.437,"2019-08-31","2019-10-31",61,"Desert","Wild",7,0.114754098360656
"8583","RedCliffs","UT_Desert_Red_Cliffs_11_2019",2019,37.19834,-113.44536,"2019-09-08","2019-11-02",55,"Desert","Wild",11,0.2
"8584","RedCliffs","UT_Desert_Red_Cliffs_12_2019",2019,37.19855,-113.44761,"2019-09-08","2019-11-02",55,"Desert","Wild",9,0.163636363636364
"8585","RedCliffs","UT_Desert_Red_Cliffs_13_2019",2019,37.19862,-113.44987,"2019-09-08","2019-11-02",55,"Desert","Wild",8,0.145454545454545
"8586","RedCliffs","UT_Desert_Red_Cliffs_14_2019",2019,37.20063,-113.44884,"2019-09-08","2019-11-02",55,"Desert","Wild",8,0.145454545454545
"8587","RedCliffs","UT_Desert_Red_Cliffs_15_2019",2019,37.20089,-113.4511,"2019-09-08","2019-11-02",55,"Desert","Wild",7,0.127272727272727
"8588","RedCliffs","UT_Desert_Red_Cliffs_1_2019",2019,37.19709,-113.43764,"2019-08-31","2019-11-02",63,"Desert","Wild",20,0.317460317460317
"8589","RedCliffs","UT_Desert_Red_Cliffs_3_2019",2019,37.1993,-113.44138,"2019-08-31","2019-11-02",63,"Desert","Wild",15,0.238095238095238
"8590","RedCliffs","UT_Desert_Red_Cliffs_4_2019",2019,37.20108,-113.44259,"2019-08-31","2019-11-02",63,"Desert","Wild",12,0.19047619047619
"8591","RedCliffs","UT_Desert_Red_Cliffs_5_2019",2019,37.20264,-113.44116,"2019-08-31","2019-11-02",63,"Desert","Wild",13,0.206349206349206
"8592","RedCliffs","UT_Desert_Red_Cliffs_6_2019",2019,37.20436,-113.44064,"2019-08-31","2019-11-02",63,"Desert","Wild",15,0.238095238095238
"8593","RedCliffs","UT_Desert_Red_Cliffs_7_2019",2019,37.20614,-113.44035,"2019-08-31","2019-11-02",63,"Desert","Wild",12,0.19047619047619
"8594","RedCliffs","UT_Desert_Red_Cliffs_8_2019",2019,37.20766,-113.43891,"2019-08-31","2019-11-02",63,"Desert","Wild",8,0.126984126984127
"8595","RedCliffs","UT_Desert_Red_Cliffs_9_2019",2019,37.20941,-113.43841,"2019-08-31","2019-11-02",63,"Desert","Wild",8,0.126984126984127
"8596","CottonwoodCanyon","UT_Desert_Wild_CottonwoodCanyon_23.10_2023",2023,37.184088,-113.558455,"2023-09-02","2023-11-04",63,"Desert","Wild",4,0.0634920634920635
"8597","CottonwoodCanyon","UT_Desert_Wild_CottonwoodCanyon_23.11_2023",2023,37.185801,-113.557796,"2023-09-10","2023-11-04",55,"Desert","Wild",4,0.0727272727272727
"8598","CottonwoodCanyon","UT_Desert_Wild_CottonwoodCanyon_23.12_2023",2023,37.187651,-113.557838,"2023-09-05","2023-11-04",60,"Desert","Wild",4,0.0666666666666667
"8599","CottonwoodCanyon","UT_Desert_Wild_CottonwoodCanyon_23.13_2023",2023,37.189518,-113.557675,"2023-09-07","2023-11-04",58,"Desert","Wild",4,0.0689655172413793
"8600","CottonwoodCanyon","UT_Desert_Wild_CottonwoodCanyon_23.14_2023",2023,37.190603,-113.555863,"2023-09-04","2023-11-04",61,"Desert","Wild",4,0.0655737704918033
"8601","CottonwoodCanyon","UT_Desert_Wild_CottonwoodCanyon_23.15_2023",2023,37.19235,-113.554857,"2023-09-02","2023-11-04",63,"Desert","Wild",5,0.0793650793650794
"8602","CottonwoodCanyon","UT_Desert_Wild_CottonwoodCanyon_23.1_2023",2023,37.173257,-113.557482,"2023-09-02","2023-11-04",63,"Desert","Wild",6,0.0952380952380952
"8603","CottonwoodCanyon","UT_Desert_Wild_CottonwoodCanyon_23.2_2023",2023,37.175109,-113.557047,"2023-09-02","2023-11-04",63,"Desert","Wild",6,0.0952380952380952
"8604","CottonwoodCanyon","UT_Desert_Wild_CottonwoodCanyon_23.3_2023",2023,37.176944,-113.556616,"2023-09-02","2023-11-04",63,"Desert","Wild",5,0.0793650793650794
"8605","CottonwoodCanyon","UT_Desert_Wild_CottonwoodCanyon_23.4_2023",2023,37.178745,-113.556332,"2023-09-05","2023-11-04",60,"Desert","Wild",7,0.116666666666667
"8606","CottonwoodCanyon","UT_Desert_Wild_CottonwoodCanyon_23.5_2023",2023,37.178875,-113.558658,"2023-09-02","2023-11-04",63,"Desert","Wild",7,0.111111111111111
"8607","CottonwoodCanyon","UT_Desert_Wild_CottonwoodCanyon_23.6_2023",2023,37.179959,-113.560574,"2023-09-03","2023-11-04",62,"Desert","Wild",7,0.112903225806452
"8608","CottonwoodCanyon","UT_Desert_Wild_CottonwoodCanyon_23.7_2023",2023,37.181614,-113.561653,"2023-09-02","2023-11-04",63,"Desert","Wild",4,0.0634920634920635
"8609","CottonwoodCanyon","UT_Desert_Wild_CottonwoodCanyon_23.8_2023",2023,37.182918,-113.563384,"2023-09-03","2023-11-04",62,"Desert","Wild",4,0.0645161290322581
"8610","CottonwoodCanyon","UT_Desert_Wild_CottonwoodCanyon_23.9_2023",2023,37.182522,-113.559658,"2023-09-02","2023-10-31",59,"Desert","Wild",2,0.0338983050847458
"8611","Wasatch","UT_Forest_Wasatch_21_dep_01_2021",2021,40.79163,-111.67913,"2021-08-14","2021-09-11",28,"Forest","Wild",3,0.107142857142857
"8612","Wasatch","UT_Forest_Wasatch_21_dep_02_2021",2021,40.804176,-111.765672,"2021-10-01","2021-11-06",36,"Forest","Wild",78,2.16666666666667
"8613","Wasatch","UT_Forest_Wasatch_21_dep_03_2021",2021,40.803,-111.76397,"2021-09-18","2021-11-06",49,"Forest","Wild",10,0.204081632653061
"8614","Wasatch","UT_Forest_Wasatch_21_dep_04_2021",2021,40.79973,-111.77186,"2021-09-18","2021-11-06",49,"Forest","Wild",37,0.755102040816326
"8615","Wasatch","UT_Forest_Wasatch_21_dep_05_2021",2021,40.79092,-111.78276,"2021-09-18","2021-11-06",49,"Forest","Wild",30,0.612244897959184
"8616","Wasatch","UT_Forest_Wasatch_21_dep_06_2021",2021,40.78713,-111.79655,"2021-09-18","2021-10-04",16,"Forest","Wild",34,2.125
"8617","Wasatch","UT_Forest_Wasatch_21_dep_07_2021",2021,40.78295,-111.80123,"2021-09-18","2021-11-06",49,"Forest","Wild",13,0.26530612244898
"8618","Wasatch","UT_Forest_Wasatch_21_dep_08_2021",2021,40.77952,-111.80664,"2021-09-18","2021-10-01",13,"Forest","Wild",2,0.153846153846154
"8619","Wasatch","UT_Forest_Wasatch_21_dep_09_2021",2021,40.7752,-111.81633,"2021-09-18","2021-11-06",49,"Forest","Wild",8,0.163265306122449
"8620","Wasatch","UT_Forest_Wasatch_21_dep_10_2021",2021,40.79198,-111.79553,"2021-09-19","2021-11-07",49,"Forest","Wild",18,0.36734693877551
"8621","Wasatch","UT_Forest_Wasatch_21_dep_12_2021",2021,40.80763,-111.7837,"2021-08-15","2021-11-07",84,"Forest","Wild",42,0.5
"8622","Wasatch","UT_Forest_Wasatch_21_dep_13_2021",2021,40.79494,-111.68028,"2021-09-11","2021-11-07",57,"Forest","Wild",12,0.210526315789474
"8623","Wasatch","UT_Forest_Wasatch_22_dep_01_2022",2022,40.77961,-111.80701,"2022-08-20","2022-11-08",80,"Forest","Wild",14,0.175
"8624","Wasatch","UT_Forest_Wasatch_22_dep_02_2022",2022,40.78397,-111.79731,"2022-08-20","2022-11-08",80,"Forest","Wild",36,0.45
"8625","Wasatch","UT_Forest_Wasatch_22_dep_03_2022",2022,40.79225,-111.79558,"2022-08-20","2022-10-09",50,"Forest","Wild",22,0.44
"8626","Wasatch","UT_Forest_Wasatch_22_dep_04_2022",2022,40.80228,-111.79276,"2022-08-20","2022-10-09",50,"Forest","Wild",19,0.38
"8627","Wasatch","UT_Forest_Wasatch_22_dep_05_2022",2022,40.80768,-111.78326,"2022-08-20","2022-10-09",50,"Forest","Wild",18,0.36
"8628","Wasatch","UT_Forest_Wasatch_22_dep_06_2022",2022,40.78646,-111.7956,"2022-08-20","2022-11-08",80,"Forest","Wild",506,6.325
"8629","Wasatch","UT_Forest_Wasatch_22_dep_07_2022",2022,40.79142,-111.78157,"2022-10-01","2022-11-08",38,"Forest","Wild",47,1.23684210526316
"8630","Wasatch","UT_Forest_Wasatch_22_dep_08_2022",2022,40.79967,-111.77359,"2022-10-01","2022-11-01",31,"Forest","Wild",14,0.451612903225806
"8631","Wasatch","UT_Forest_Wasatch_22_dep_09_2022",2022,40.80465,-111.76551,"2022-10-01","2022-11-08",38,"Forest","Wild",11,0.289473684210526
"8632","Wasatch","UT_Forest_Wasatch_22_dep_10_2022",2022,40.81322,-111.76157,"2022-10-01","2022-11-08",38,"Forest","Wild",9,0.236842105263158
"8633","Wasatch","UT_Forest_Wasatch_22_dep_11_2022",2022,40.812367,-111.761525,"2022-10-01","2022-11-08",38,"Forest","Wild",11,0.289473684210526
"8634","Wasatch","UT_Forest_Wasatch_22_dep_12_2022",2022,40.79617,-111.68024,"2022-08-23","2022-09-18",26,"Forest","Wild",0,0
"8635","Wasatch","UT_Forest_Wasatch_22_dep_13_2022",2022,40.79724,-111.67981,"2022-09-18","2022-10-14",26,"Forest","Wild",0,0
"8636","Wasatch","UT_Forest_Wild_Wasatch_23_dep_01_2023",2023,40.77961,-111.80701,"2023-09-09","2023-11-04",56,"Forest","Wild",2,0.0357142857142857
"8637","Wasatch","UT_Forest_Wild_Wasatch_23_dep_02_2023",2023,40.78397,-111.79731,"2023-09-09","2023-11-04",56,"Forest","Wild",24,0.428571428571429
"8638","Wasatch","UT_Forest_Wild_Wasatch_23_dep_03_2023",2023,40.79225,-111.79558,"2023-09-09","2023-11-04",56,"Forest","Wild",9,0.160714285714286
"8639","Wasatch","UT_Forest_Wild_Wasatch_23_dep_04_2023",2023,40.80228,-111.79276,"2023-09-09","2023-11-04",56,"Forest","Wild",9,0.160714285714286
"8640","Wasatch","UT_Forest_Wild_Wasatch_23_dep_05_2023",2023,40.80768,-111.78326,"2023-09-09","2023-11-04",56,"Forest","Wild",8,0.142857142857143
"8641","Wasatch","UT_Forest_Wild_Wasatch_23_dep_06_2023",2023,40.78646,-111.7956,"2023-09-09","2023-11-04",56,"Forest","Wild",228,4.07142857142857
"8642","Wasatch","UT_Forest_Wild_Wasatch_23_dep_07_2023",2023,40.79142,-111.78157,"2023-09-10","2023-11-05",56,"Forest","Wild",30,0.535714285714286
"8643","Wasatch","UT_Forest_Wild_Wasatch_23_dep_08_2023",2023,40.7989,-111.772847,"2023-09-10","2023-11-05",56,"Forest","Wild",25,0.446428571428571
"8644","Wasatch","UT_Forest_Wild_Wasatch_23_dep_09_2023",2023,40.80465,-111.76551,"2023-09-10","2023-11-05",56,"Forest","Wild",12,0.214285714285714
"8645","Wasatch","UT_Forest_Wild_Wasatch_23_dep_10_2023",2023,40.81322,-111.76157,"2023-09-10","2023-11-05",56,"Forest","Wild",12,0.214285714285714
"8646","Wasatch","UT_Forest_Wild_Wasatch_23_dep_11_2023",2023,40.8065,-111.75555,"2023-09-10","2023-11-05",56,"Forest","Wild",13,0.232142857142857
"8647","Wasatch","UT_Forest_Wild_Wasatch_23_dep_12_2023",2023,40.79936,-111.67907,"2023-08-14","2023-10-21",68,"Forest","Wild",1,0.0147058823529412
"8648","Wasatch","UT_Forest_Wild_Wasatch_23_dep_13_2023",2023,40.79714,-111.67957,"2023-08-15","2023-10-21",67,"Forest","Wild",0,0
"8649","Wasatch","UT_Forest_Wild_Wasatch_23_dep_14_2023",2023,40.79492,-111.6803,"2023-08-19","2023-10-20",62,"Forest","Wild",1,0.0161290322580645
"8650","Wasatch","UT_Forest_Wild_Wasatch_23_dep_15_2023",2023,40.79932,-111.85969,"2023-09-02","2023-11-01",60,"Forest","Wild",2,0.0333333333333333
"8651","SwanerPreserve","UT_Grassland_SwanerPreserve_Camera 6_2023",2023,40.70833,-111.53277,"2023-11-08","2023-11-15",7,"Grassland","Suburban",1,0.142857142857143
"8652","SwanerPreserve","UT_Grassland_SwanerPreserve_Camera 7_2023",2023,40.71191,-111.53187,"2023-11-08","2023-11-15",7,"Grassland","Suburban",1,0.142857142857143
"8653","SwanerPreserve","UT_Grassland_SwanerPreserve_Camera 8_2023",2023,40.71023,-111.52719,"2023-11-10","2023-11-15",5,"Grassland","Suburban",0,0
"8654","SwanerPreserve","UT_Grassland_SwanerPreserve_Camera 9_2023",2023,40.7114,-111.52532,"2023-11-08","2023-11-15",7,"Grassland","Suburban",1,0.142857142857143
"8655","SwanerPreserve","UT_Grassland_SwanerPreserve_Camera01_A_2023",2023,40.72202,-111.53627,"2023-09-26","2023-10-03",7,"Grassland","Suburban",1,0.142857142857143
"8656","SwanerPreserve","UT_Grassland_SwanerPreserve_Camera01_D_2023",2023,40.72202,-111.53627,"2023-10-28","2023-11-07",10,"Grassland","Suburban",2,0.2
"8657","SwanerPreserve","UT_Grassland_SwanerPreserve_Camera01_E_2023",2023,40.72202,-111.53627,"2023-11-07","2023-11-14",7,"Grassland","Suburban",0,0
"8658","SwanerPreserve","UT_Grassland_SwanerPreserve_Camera10_A_2023",2023,40.72132,-111.51763,"2023-09-12","2023-09-21",9,"Grassland","Suburban",1,0.111111111111111
"8659","SwanerPreserve","UT_Grassland_SwanerPreserve_Camera10_B_2023",2023,40.72132,-111.51763,"2023-09-24","2023-09-26",2,"Grassland","Suburban",0,0
"8660","SwanerPreserve","UT_Grassland_SwanerPreserve_Camera10_C_2023",2023,40.72132,-111.51763,"2023-09-28","2023-10-04",6,"Grassland","Suburban",1,0.166666666666667
"8661","SwanerPreserve","UT_Grassland_SwanerPreserve_Camera10_E_2023",2023,40.72132,-111.51763,"2023-10-18","2023-10-26",8,"Grassland","Suburban",NA,NA
"8662","SwanerPreserve","UT_Grassland_SwanerPreserve_Camera10_F_2023",2023,40.72132,-111.51763,"2023-10-26","2023-10-29",3,"Grassland","Suburban",NA,NA
"8663","SwanerPreserve","UT_Grassland_SwanerPreserve_Camera10_G_2023",2023,40.72132,-111.51763,"2023-10-29","2023-11-08",10,"Grassland","Suburban",0,0
"8664","SwanerPreserve","UT_Grassland_SwanerPreserve_Camera2_A_2023",2023,40.72308,-111.53451,"2023-09-05","2023-09-13",8,"Grassland","Suburban",0,0
"8665","SwanerPreserve","UT_Grassland_SwanerPreserve_Camera2_B_2023",2023,40.72308,-111.53451,"2023-09-27","2023-10-04",7,"Grassland","Suburban",1,0.142857142857143
"8666","SwanerPreserve","UT_Grassland_SwanerPreserve_Camera2_D2_2023",2023,40.72124,-111.53401,"2023-10-11","2023-10-18",7,"Grassland","Suburban",1,0.142857142857143
"8667","SwanerPreserve","UT_Grassland_SwanerPreserve_Camera2_D_2023",2023,40.72308,-111.53451,"2023-10-19","2023-10-26",7,"Grassland","Suburban",NA,NA
"8668","SwanerPreserve","UT_Grassland_SwanerPreserve_Camera2_E_2023",2023,40.72308,-111.53451,"2023-10-27","2023-10-29",2,"Grassland","Suburban",1,0.5
"8669","SwanerPreserve","UT_Grassland_SwanerPreserve_Camera2_F_2023",2023,40.72308,-111.53451,"2023-10-29","2023-11-08",10,"Grassland","Suburban",2,0.2
"8670","SwanerPreserve","UT_Grassland_SwanerPreserve_Camera2_G_2023",2023,40.72308,-111.53451,"2023-11-08","2023-11-15",7,"Grassland","Suburban",2,0.285714285714286
"8671","SwanerPreserve","UT_Grassland_SwanerPreserve_Camera3_A_2023",2023,40.72124,-111.53401,"2023-09-16","2023-09-21",5,"Grassland","Suburban",0,0
"8672","SwanerPreserve","UT_Grassland_SwanerPreserve_Camera3_B_2023",2023,40.72124,-111.53401,"2023-09-24","2023-09-25",1,"Grassland","Suburban",0,0
"8673","SwanerPreserve","UT_Grassland_SwanerPreserve_Camera3_C_2023",2023,40.72124,-111.53401,"2023-09-27","2023-10-04",7,"Grassland","Suburban",2,0.285714285714286
"8674","SwanerPreserve","UT_Grassland_SwanerPreserve_Camera3_D_2023",2023,40.72124,-111.53401,"2023-10-11","2023-10-23",12,"Grassland","Suburban",2,0.166666666666667
"8675","SwanerPreserve","UT_Grassland_SwanerPreserve_Camera3_F_2023",2023,40.72124,-111.53401,"2023-10-29","2023-11-01",3,"Grassland","Suburban",2,0.666666666666667
"8676","SwanerPreserve","UT_Grassland_SwanerPreserve_Camera3_G_2023",2023,40.72124,-111.53401,"2023-11-08","2023-11-14",6,"Grassland","Suburban",0,0
"8677","SwanerPreserve","UT_Grassland_SwanerPreserve_Camera4_B_2023",2023,40.71016,-111.53745,"2023-09-27","2023-10-04",7,"Grassland","Suburban",NA,NA
"8678","SwanerPreserve","UT_Grassland_SwanerPreserve_Camera4_D2_2023",2023,40.71016,-111.53745,"2023-10-18","2023-10-23",5,"Grassland","Suburban",0,0
"8679","SwanerPreserve","UT_Grassland_SwanerPreserve_Camera4_D_2023",2023,40.71016,-111.53745,"2023-10-18","2023-10-22",4,"Grassland","Suburban",0,0
"8680","SwanerPreserve","UT_Grassland_SwanerPreserve_Camera4_E_2023",2023,40.71016,-111.53745,"2023-10-26","2023-10-29",3,"Grassland","Suburban",0,0
"8681","SwanerPreserve","UT_Grassland_SwanerPreserve_Camera4_F_2023",2023,40.71016,-111.53745,"2023-10-29","2023-11-08",10,"Grassland","Suburban",0,0
"8682","SwanerPreserve","UT_Grassland_SwanerPreserve_Camera4_G_2023",2023,40.71016,-111.53745,"2023-11-09","2023-11-15",6,"Grassland","Suburban",0,0
"8683","SwanerPreserve","UT_Grassland_SwanerPreserve_Camera5_A_2023",2023,40.71293,-111.5377,"2023-09-04","2023-09-10",6,"Grassland","Suburban",0,0
"8684","SwanerPreserve","UT_Grassland_SwanerPreserve_Camera5_B_2023",2023,40.71293,-111.5377,"2023-09-11","2023-09-12",1,"Grassland","Suburban",0,0
"8685","SwanerPreserve","UT_Grassland_SwanerPreserve_Camera5_C_2023",2023,40.71293,-111.5377,"2023-09-16","2023-09-21",5,"Grassland","Suburban",0,0
"8686","SwanerPreserve","UT_Grassland_SwanerPreserve_Camera5_E_2023",2023,40.71293,-111.5377,"2023-09-27","2023-10-04",7,"Grassland","Suburban",1,0.142857142857143
"8687","SwanerPreserve","UT_Grassland_SwanerPreserve_Camera5_G_2023",2023,40.71293,-111.5377,"2023-10-26","2023-10-29",3,"Grassland","Suburban",2,0.666666666666667
"8688","SwanerPreserve","UT_Grassland_SwanerPreserve_Camera5_H_2023",2023,40.71293,-111.5377,"2023-10-29","2023-11-08",10,"Grassland","Suburban",2,0.2
"8689","SwanerPreserve","UT_Grassland_SwanerPreserve_Camera5_I_2023",2023,40.71293,-111.5377,"2023-11-08","2023-11-15",7,"Grassland","Suburban",2,0.285714285714286
"8690","SwanerPreserve","UT_Grassland_SwanerPreserve_Camera6_A_2023",2023,40.70833,-111.53277,"2023-09-29","2023-10-04",5,"Grassland","Suburban",1,0.2
"8691","SwanerPreserve","UT_Grassland_SwanerPreserve_Camera6_B_2023",2023,40.70833,-111.53277,"2023-10-29","2023-11-04",6,"Grassland","Suburban",NA,NA
"8692","SwanerPreserve","UT_Grassland_SwanerPreserve_Camera6_C_2023",2023,40.70833,-111.53277,"2023-10-07","2023-10-08",1,"Grassland","Suburban",NA,NA
